"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"10408","2010","2410","V2Z","December 31, 2010","VANCOUVER",79,46,1.71739130434783,0.304347826086957
"10409","2010","2410","V3A","December 31, 2010","VANCOUVER",178,12,14.8333333333333,1.33333333333333
"10410","2010","2410","V3B","December 31, 2010","VANCOUVER",437,27,16.1851851851852,3.33333333333333
"10411","2010","2410","V3C","December 31, 2010","VANCOUVER",215,11,19.5454545454545,1.72727272727273
"10412","2010","2410","V3E","December 31, 2010","VANCOUVER",510,130,3.92307692307692,0.661538461538462
"10413","2010","2410","V3H","December 31, 2010","VANCOUVER",34,34,1,0
"10414","2010","2410","V3J","December 31, 2010","VANCOUVER",74,43,1.72093023255814,1.06976744186047
"10415","2010","2410","V3K","December 31, 2010","VANCOUVER",104,30,3.46666666666667,1.36666666666667
"10416","2010","2410","V3L","December 31, 2010","VANCOUVER",7,7,1,0
"10417","2010","2410","V3M","December 31, 2010","VANCOUVER",312,74,4.21621621621622,0.243243243243243
"10418","2010","2410","V3N","December 31, 2010","VANCOUVER",253,50,5.06,0.18
"10419","2010","2410","V3R","December 31, 2010","VANCOUVER",61,39,1.56410256410256,0
"10420","2010","2410","V3S","December 31, 2010","VANCOUVER",244,213,1.14553990610329,0
"10421","2010","2410","V3T","December 31, 2010","VANCOUVER",842,31,27.1612903225806,2.45161290322581
"10422","2010","2410","V3V","December 31, 2010","VANCOUVER",114,78,1.46153846153846,0.128205128205128
"10423","2010","2410","V3W","December 31, 2010","VANCOUVER",192,65,2.95384615384615,0.123076923076923
"10424","2010","2410","V3X","December 31, 2010","VANCOUVER",72,72,1,0.25
"10425","2010","2410","V3Y","December 31, 2010","VANCOUVER",7,7,1,0
"10426","2010","2410","V4A","December 31, 2010","VANCOUVER",131,70,1.87142857142857,0.0571428571428571
"10427","2010","2410","V4B","December 31, 2010","VANCOUVER",32,19,1.68421052631579,0.736842105263158
"10428","2010","2410","V4C","December 31, 2010","VANCOUVER",134,73,1.83561643835616,0.0273972602739726
"10429","2010","2410","V4E","December 31, 2010","VANCOUVER",4,4,1,0
"10430","2010","2410","V4K","December 31, 2010","VANCOUVER",47,25,1.88,0.32
"10431","2010","2410","V4L","December 31, 2010","VANCOUVER",6,6,1,0
"10432","2010","2410","V4M","December 31, 2010","VANCOUVER",88,3,29.3333333333333,2.66666666666667
"10433","2010","2410","V4N","December 31, 2010","VANCOUVER",141,100,1.41,0
"10434","2010","2410","V4R","December 31, 2010","VANCOUVER",148,74,2,0
"10435","2010","2410","V4W","December 31, 2010","VANCOUVER",14,8,1.75,1.25
"10436","2010","2410","V5A","December 31, 2010","VANCOUVER",19,18,1.05555555555556,0
"10437","2010","2410","V5B","December 31, 2010","VANCOUVER",49,29,1.68965517241379,0.103448275862069
"10438","2010","2410","V5C","December 31, 2010","VANCOUVER",29,20,1.45,0.45
"10439","2010","2410","V5E","December 31, 2010","VANCOUVER",15,14,1.07142857142857,0
"10440","2010","2410","V5G","December 31, 2010","VANCOUVER",578,53,10.9056603773585,1.66037735849057
"10441","2010","2410","V5H","December 31, 2010","VANCOUVER",58,28,2.07142857142857,0.214285714285714
"10442","2010","2410","V5J","December 31, 2010","VANCOUVER",540,47,11.4893617021277,1.76595744680851
"10443","2010","2410","V5K","December 31, 2010","VANCOUVER",63,39,1.61538461538462,0.461538461538462
"10444","2010","2410","V5L","December 31, 2010","VANCOUVER",22,10,2.2,0
"10445","2010","2410","V5M","December 31, 2010","VANCOUVER",56,51,1.09803921568627,0.156862745098039
"10446","2010","2410","V5N","December 31, 2010","VANCOUVER",158,26,6.07692307692308,0.615384615384615
"10447","2010","2410","V5P","December 31, 2010","VANCOUVER",64,28,2.28571428571429,0.5
"10448","2010","2410","V5R","December 31, 2010","VANCOUVER",110,87,1.26436781609195,0.459770114942529
"10449","2010","2410","V5S","December 31, 2010","VANCOUVER",158,43,3.67441860465116,1.32558139534884
"10450","2010","2410","V5T","December 31, 2010","VANCOUVER",16,6,2.66666666666667,1.33333333333333
"10451","2010","2410","V5V","December 31, 2010","VANCOUVER",150,18,8.33333333333333,1.11111111111111
"10452","2010","2410","V5W","December 31, 2010","VANCOUVER",154,80,1.925,0.6125
"10453","2010","2410","V5X","December 31, 2010","VANCOUVER",93,74,1.25675675675676,0.459459459459459
"10454","2010","2410","V5Y","December 31, 2010","VANCOUVER",777,27,28.7777777777778,3.11111111111111
"10455","2010","2410","V5Z","December 31, 2010","VANCOUVER",122,41,2.97560975609756,0.51219512195122
"10456","2010","2410","V6A","December 31, 2010","VANCOUVER",479,10,47.9,1.9
"10457","2010","2410","V6C","December 31, 2010","VANCOUVER",337,2,168.5,37
"10458","2010","2410","V6H","December 31, 2010","VANCOUVER",118,11,10.7272727272727,2.36363636363636
"10459","2010","2410","V6J","December 31, 2010","VANCOUVER",29,23,1.26086956521739,0.217391304347826
"10460","2010","2410","V6K","December 31, 2010","VANCOUVER",97,48,2.02083333333333,0.5
"10461","2010","2410","V6L","December 31, 2010","VANCOUVER",27,25,1.08,0
"10462","2010","2410","V6M","December 31, 2010","VANCOUVER",40,34,1.17647058823529,0
"10463","2010","2410","V6N","December 31, 2010","VANCOUVER",83,75,1.10666666666667,0.0266666666666667
"10464","2010","2410","V6P","December 31, 2010","VANCOUVER",93,78,1.19230769230769,0
"10465","2010","2410","V6R","December 31, 2010","VANCOUVER",115,77,1.49350649350649,0.0649350649350649
"10466","2010","2410","V6S","December 31, 2010","VANCOUVER",91,36,2.52777777777778,0.111111111111111
"10467","2010","2410","V6V","December 31, 2010","VANCOUVER",47,27,1.74074074074074,1.40740740740741
"10468","2010","2410","V6W","December 31, 2010","VANCOUVER",18,14,1.28571428571429,0.571428571428571
"10469","2010","2410","V6X","December 31, 2010","VANCOUVER",28,18,1.55555555555556,1.11111111111111
"10470","2010","2410","V6Y","December 31, 2010","VANCOUVER",239,33,7.24242424242424,0.727272727272727
"10471","2010","2410","V7A","December 31, 2010","VANCOUVER",193,119,1.6218487394958,0.739495798319328
"10472","2010","2410","V7B","December 31, 2010","VANCOUVER",2,2,1,0
"10473","2010","2410","V7C","December 31, 2010","VANCOUVER",115,94,1.22340425531915,0.446808510638298
"10474","2010","2410","V7E","December 31, 2010","VANCOUVER",89,68,1.30882352941176,0.617647058823529
"10475","2010","2410","V7G","December 31, 2010","VANCOUVER",5,4,1.25,0.5
"10476","2010","2410","V7H","December 31, 2010","VANCOUVER",3,3,1,0
"10477","2010","2410","V7J","December 31, 2010","VANCOUVER",4,4,1,0
"10478","2010","2410","V7K","December 31, 2010","VANCOUVER",1,1,1,0
"10479","2010","2410","V7L","December 31, 2010","VANCOUVER",219,22,9.95454545454546,0.863636363636364
"10480","2010","2410","V7M","December 31, 2010","VANCOUVER",162,13,12.4615384615385,1.61538461538462
"10481","2010","2410","V7N","December 31, 2010","VANCOUVER",10,10,1,0
"10482","2010","2410","V7P","December 31, 2010","VANCOUVER",2,2,1,0
"10483","2010","2410","V7R","December 31, 2010","VANCOUVER",44,39,1.12820512820513,0.256410256410256
"10484","2010","2410","V7S","December 31, 2010","VANCOUVER",109,103,1.05825242718447,0
"10485","2010","2410","V7T","December 31, 2010","VANCOUVER",29,29,1,0
"10486","2010","2410","V7V","December 31, 2010","VANCOUVER",29,28,1.03571428571429,0
"10487","2010","2410","V7W","December 31, 2010","VANCOUVER",10,10,1,0
"10488","2010","2410","nan","December 31, 2010","VANCOUVER",5088,1287,3.95337995337995,0.5003885003885
"10489","2011","2410","V0N","December 31, 2011","VANCOUVER",38,37,1.02702702702703,0.0540540540540541
"10490","2011","2410","V1M","December 31, 2011","VANCOUVER",29,14,2.07142857142857,0.428571428571429
"10491","2011","2410","V2W","December 31, 2011","VANCOUVER",10,10,1,0
"10492","2011","2410","V2X","December 31, 2011","VANCOUVER",60,12,5,0.333333333333333
"10493","2011","2410","V2Y","December 31, 2011","VANCOUVER",15,11,1.36363636363636,0.181818181818182
"10494","2011","2410","V2Z","December 31, 2011","VANCOUVER",138,56,2.46428571428571,0.142857142857143
"10495","2011","2410","V3A","December 31, 2011","VANCOUVER",164,10,16.4,1.2
"10496","2011","2410","V3B","December 31, 2011","VANCOUVER",879,22,39.9545454545455,6.36363636363636
"10497","2011","2410","V3C","December 31, 2011","VANCOUVER",201,10,20.1,1.7
"10498","2011","2410","V3E","December 31, 2011","VANCOUVER",758,331,2.29003021148036,0.56797583081571
"10499","2011","2410","V3H","December 31, 2011","VANCOUVER",32,32,1,0
"10500","2011","2410","V3J","December 31, 2011","VANCOUVER",96,40,2.4,1.35
"10501","2011","2410","V3K","December 31, 2011","VANCOUVER",22,14,1.57142857142857,1
"10502","2011","2410","V3L","December 31, 2011","VANCOUVER",100,12,8.33333333333333,0
"10503","2011","2410","V3M","December 31, 2011","VANCOUVER",284,48,5.91666666666667,0.395833333333333
"10504","2011","2410","V3N","December 31, 2011","VANCOUVER",359,73,4.91780821917808,0.356164383561644
"10505","2011","2410","V3R","December 31, 2011","VANCOUVER",38,31,1.2258064516129,0.387096774193548
"10506","2011","2410","V3S","December 31, 2011","VANCOUVER",344,160,2.15,0.5125
"10507","2011","2410","V3T","December 31, 2011","VANCOUVER",592,27,21.9259259259259,1.92592592592593
"10508","2011","2410","V3V","December 31, 2011","VANCOUVER",99,57,1.73684210526316,0.456140350877193
"10509","2011","2410","V3W","December 31, 2011","VANCOUVER",279,71,3.92957746478873,0.577464788732394
"10510","2011","2410","V3X","December 31, 2011","VANCOUVER",112,84,1.33333333333333,0.642857142857143
"10511","2011","2410","V3Y","December 31, 2011","VANCOUVER",78,8,9.75,0.5
"10512","2011","2410","V4A","December 31, 2011","VANCOUVER",158,56,2.82142857142857,0.214285714285714
"10513","2011","2410","V4B","December 31, 2011","VANCOUVER",36,22,1.63636363636364,0.363636363636364
"10514","2011","2410","V4C","December 31, 2011","VANCOUVER",189,56,3.375,0.428571428571429
"10515","2011","2410","V4E","December 31, 2011","VANCOUVER",2,1,2,0
"10516","2011","2410","V4K","December 31, 2011","VANCOUVER",58,24,2.41666666666667,0.458333333333333
"10517","2011","2410","V4L","December 31, 2011","VANCOUVER",8,8,1,0
"10518","2011","2410","V4M","December 31, 2011","VANCOUVER",7,6,1.16666666666667,0
"10519","2011","2410","V4N","December 31, 2011","VANCOUVER",183,124,1.4758064516129,0.209677419354839
"10520","2011","2410","V4R","December 31, 2011","VANCOUVER",214,125,1.712,0
"10521","2011","2410","V4W","December 31, 2011","VANCOUVER",5,3,1.66666666666667,0
"10522","2011","2410","V5A","December 31, 2011","VANCOUVER",310,29,10.6896551724138,0.96551724137931
"10523","2011","2410","V5B","December 31, 2011","VANCOUVER",77,55,1.4,0.0545454545454545
"10524","2011","2410","V5C","December 31, 2011","VANCOUVER",231,42,5.5,0.80952380952381
"10525","2011","2410","V5E","December 31, 2011","VANCOUVER",34,28,1.21428571428571,0
"10526","2011","2410","V5G","December 31, 2011","VANCOUVER",435,66,6.59090909090909,1.04545454545455
"10527","2011","2410","V5H","December 31, 2011","VANCOUVER",340,44,7.72727272727273,0.931818181818182
"10528","2011","2410","V5J","December 31, 2011","VANCOUVER",604,80,7.55,1.2
"10529","2011","2410","V5K","December 31, 2011","VANCOUVER",107,51,2.09803921568627,0.431372549019608
"10530","2011","2410","V5L","December 31, 2011","VANCOUVER",53,17,3.11764705882353,0.941176470588235
"10531","2011","2410","V5M","December 31, 2011","VANCOUVER",130,82,1.58536585365854,0.378048780487805
"10532","2011","2410","V5N","December 31, 2011","VANCOUVER",96,37,2.59459459459459,0.648648648648649
"10533","2011","2410","V5P","December 31, 2011","VANCOUVER",74,31,2.38709677419355,0.387096774193548
"10534","2011","2410","V5R","December 31, 2011","VANCOUVER",387,79,4.89873417721519,0.822784810126582
"10535","2011","2410","V5S","December 31, 2011","VANCOUVER",246,82,3,0.865853658536585
"10536","2011","2410","V5T","December 31, 2011","VANCOUVER",111,7,15.8571428571429,1.57142857142857
"10537","2011","2410","V5V","December 31, 2011","VANCOUVER",149,45,3.31111111111111,0.6
"10538","2011","2410","V5W","December 31, 2011","VANCOUVER",152,109,1.39449541284404,0.532110091743119
"10539","2011","2410","V5X","December 31, 2011","VANCOUVER",126,95,1.32631578947368,0.463157894736842
"10540","2011","2410","V5Y","December 31, 2011","VANCOUVER",958,44,21.7727272727273,2.43181818181818
"10541","2011","2410","V5Z","December 31, 2011","VANCOUVER",179,61,2.9344262295082,0.704918032786885
"10542","2011","2410","V6A","December 31, 2011","VANCOUVER",545,13,41.9230769230769,3.38461538461538
"10543","2011","2410","V6C","December 31, 2011","VANCOUVER",81,1,81,32
"10544","2011","2410","V6H","December 31, 2011","VANCOUVER",81,20,4.05,0.85
"10545","2011","2410","V6J","December 31, 2011","VANCOUVER",346,22,15.7272727272727,1.22727272727273
"10546","2011","2410","V6K","December 31, 2011","VANCOUVER",258,47,5.48936170212766,0.872340425531915
"10547","2011","2410","V6L","December 31, 2011","VANCOUVER",45,39,1.15384615384615,0.0512820512820513
"10548","2011","2410","V6M","December 31, 2011","VANCOUVER",68,50,1.36,0.1
"10549","2011","2410","V6N","December 31, 2011","VANCOUVER",127,104,1.22115384615385,0.0865384615384615
"10550","2011","2410","V6P","December 31, 2011","VANCOUVER",166,117,1.41880341880342,0.170940170940171
"10551","2011","2410","V6R","December 31, 2011","VANCOUVER",148,104,1.42307692307692,0.144230769230769
"10552","2011","2410","V6S","December 31, 2011","VANCOUVER",75,63,1.19047619047619,0.0634920634920635
"10553","2011","2410","V6V","December 31, 2011","VANCOUVER",51,32,1.59375,0.75
"10554","2011","2410","V6W","December 31, 2011","VANCOUVER",99,14,7.07142857142857,1
"10555","2011","2410","V6X","December 31, 2011","VANCOUVER",592,37,16,2.35135135135135
"10556","2011","2410","V6Y","December 31, 2011","VANCOUVER",653,42,15.547619047619,1.19047619047619
"10557","2011","2410","V7A","December 31, 2011","VANCOUVER",332,162,2.04938271604938,0.660493827160494
"10558","2011","2410","V7B","December 31, 2011","VANCOUVER",10,8,1.25,0.25
"10559","2011","2410","V7C","December 31, 2011","VANCOUVER",166,128,1.296875,0.53125
"10560","2011","2410","V7E","December 31, 2011","VANCOUVER",107,91,1.17582417582418,0.263736263736264
"10561","2011","2410","V7G","December 31, 2011","VANCOUVER",214,11,19.4545454545455,1.72727272727273
"10562","2011","2410","V7H","December 31, 2011","VANCOUVER",2,2,1,0
"10563","2011","2410","V7J","December 31, 2011","VANCOUVER",2,2,1,0
"10564","2011","2410","V7K","December 31, 2011","VANCOUVER",4,4,1,0
"10565","2011","2410","V7L","December 31, 2011","VANCOUVER",131,30,4.36666666666667,1.2
"10566","2011","2410","V7M","December 31, 2011","VANCOUVER",266,18,14.7777777777778,2.05555555555556
"10567","2011","2410","V7N","December 31, 2011","VANCOUVER",16,10,1.6,1.2
"10568","2011","2410","V7P","December 31, 2011","VANCOUVER",70,5,14,1.6
"10569","2011","2410","V7R","December 31, 2011","VANCOUVER",77,51,1.50980392156863,0.588235294117647
"10570","2011","2410","V7S","December 31, 2011","VANCOUVER",115,113,1.01769911504425,0
"10571","2011","2410","V7T","December 31, 2011","VANCOUVER",41,37,1.10810810810811,0
"10572","2011","2410","V7V","December 31, 2011","VANCOUVER",35,34,1.02941176470588,0
"10573","2011","2410","V7W","December 31, 2011","VANCOUVER",14,13,1.07692307692308,0
"10574","2011","2410","nan","December 31, 2011","VANCOUVER",5326,1249,4.26421136909528,0.519615692554043
"10575","2012","2410","V0N","December 31, 2012","VANCOUVER",29,28,1.03571428571429,0.0714285714285714
"10576","2012","2410","V1M","December 31, 2012","VANCOUVER",46,27,1.7037037037037,0.740740740740741
"10577","2012","2410","V2W","December 31, 2012","VANCOUVER",36,32,1.125,0
"10578","2012","2410","V2X","December 31, 2012","VANCOUVER",361,12,30.0833333333333,1.66666666666667
"10579","2012","2410","V2Y","December 31, 2012","VANCOUVER",581,118,4.92372881355932,0.940677966101695
"10580","2012","2410","V2Z","December 31, 2012","VANCOUVER",114,78,1.46153846153846,0.358974358974359
"10581","2012","2410","V3A","December 31, 2012","VANCOUVER",81,13,6.23076923076923,1.23076923076923
"10582","2012","2410","V3B","December 31, 2012","VANCOUVER",524,26,20.1538461538462,3.42307692307692
"10583","2012","2410","V3C","December 31, 2012","VANCOUVER",174,15,11.6,1.6
"10584","2012","2410","V3E","December 31, 2012","VANCOUVER",825,192,4.296875,0.869791666666667
"10585","2012","2410","V3H","December 31, 2012","VANCOUVER",220,26,8.46153846153846,0.923076923076923
"10586","2012","2410","V3J","December 31, 2012","VANCOUVER",462,58,7.96551724137931,1.68965517241379
"10587","2012","2410","V3K","December 31, 2012","VANCOUVER",86,45,1.91111111111111,1.6
"10588","2012","2410","V3L","December 31, 2012","VANCOUVER",424,23,18.4347826086957,1.1304347826087
"10589","2012","2410","V3M","December 31, 2012","VANCOUVER",372,24,15.5,2.20833333333333
"10590","2012","2410","V3N","December 31, 2012","VANCOUVER",196,85,2.30588235294118,0.164705882352941
"10591","2012","2410","V3R","December 31, 2012","VANCOUVER",28,21,1.33333333333333,0.476190476190476
"10592","2012","2410","V3S","December 31, 2012","VANCOUVER",616,170,3.62352941176471,0.611764705882353
"10593","2012","2410","V3T","December 31, 2012","VANCOUVER",518,41,12.6341463414634,1.4390243902439
"10594","2012","2410","V3V","December 31, 2012","VANCOUVER",78,60,1.3,0.433333333333333
"10595","2012","2410","V3W","December 31, 2012","VANCOUVER",305,73,4.17808219178082,0.164383561643836
"10596","2012","2410","V3X","December 31, 2012","VANCOUVER",345,150,2.3,0.406666666666667
"10597","2012","2410","V3Y","December 31, 2012","VANCOUVER",101,22,4.59090909090909,0.181818181818182
"10598","2012","2410","V4A","December 31, 2012","VANCOUVER",182,75,2.42666666666667,0.213333333333333
"10599","2012","2410","V4B","December 31, 2012","VANCOUVER",300,64,4.6875,1.203125
"10600","2012","2410","V4C","December 31, 2012","VANCOUVER",88,48,1.83333333333333,0.916666666666667
"10601","2012","2410","V4E","December 31, 2012","VANCOUVER",9,6,1.5,0.666666666666667
"10602","2012","2410","V4K","December 31, 2012","VANCOUVER",77,36,2.13888888888889,0.305555555555556
"10603","2012","2410","V4L","December 31, 2012","VANCOUVER",4,4,1,0
"10604","2012","2410","V4M","December 31, 2012","VANCOUVER",127,37,3.43243243243243,0.216216216216216
"10605","2012","2410","V4N","December 31, 2012","VANCOUVER",353,95,3.71578947368421,0.442105263157895
"10606","2012","2410","V4P","December 31, 2012","VANCOUVER",39,24,1.625,0.333333333333333
"10607","2012","2410","V4R","December 31, 2012","VANCOUVER",103,94,1.09574468085106,0
"10608","2012","2410","V4W","December 31, 2012","VANCOUVER",12,8,1.5,0.75
"10609","2012","2410","V5A","December 31, 2012","VANCOUVER",217,38,5.71052631578947,0.447368421052632
"10610","2012","2410","V5B","December 31, 2012","VANCOUVER",79,59,1.33898305084746,0.101694915254237
"10611","2012","2410","V5C","December 31, 2012","VANCOUVER",238,49,4.85714285714286,0.693877551020408
"10612","2012","2410","V5E","December 31, 2012","VANCOUVER",28,25,1.12,0
"10613","2012","2410","V5G","December 31, 2012","VANCOUVER",100,76,1.31578947368421,0.0394736842105263
"10614","2012","2410","V5H","December 31, 2012","VANCOUVER",1125,44,25.5681818181818,3.70454545454545
"10615","2012","2410","V5J","December 31, 2012","VANCOUVER",424,57,7.43859649122807,0.964912280701754
"10616","2012","2410","V5K","December 31, 2012","VANCOUVER",76,51,1.49019607843137,0.941176470588235
"10617","2012","2410","V5L","December 31, 2012","VANCOUVER",74,26,2.84615384615385,1.38461538461538
"10618","2012","2410","V5M","December 31, 2012","VANCOUVER",237,93,2.54838709677419,0.698924731182796
"10619","2012","2410","V5N","December 31, 2012","VANCOUVER",126,40,3.15,0.925
"10620","2012","2410","V5P","December 31, 2012","VANCOUVER",118,78,1.51282051282051,0.615384615384615
"10621","2012","2410","V5R","December 31, 2012","VANCOUVER",524,45,11.6444444444444,1.42222222222222
"10622","2012","2410","V5S","December 31, 2012","VANCOUVER",277,66,4.1969696969697,0.818181818181818
"10623","2012","2410","V5T","December 31, 2012","VANCOUVER",133,18,7.38888888888889,0.5
"10624","2012","2410","V5V","December 31, 2012","VANCOUVER",406,92,4.41304347826087,0.630434782608696
"10625","2012","2410","V5W","December 31, 2012","VANCOUVER",120,86,1.3953488372093,0.732558139534884
"10626","2012","2410","V5X","December 31, 2012","VANCOUVER",113,82,1.3780487804878,0.585365853658537
"10627","2012","2410","V5Y","December 31, 2012","VANCOUVER",1521,43,35.3720930232558,4.23255813953488
"10628","2012","2410","V5Z","December 31, 2012","VANCOUVER",152,59,2.57627118644068,0.423728813559322
"10629","2012","2410","V6A","December 31, 2012","VANCOUVER",139,8,17.375,2.75
"10630","2012","2410","V6C","December 31, 2012","VANCOUVER",290,1,290,66
"10631","2012","2410","V6G","December 31, 2012","VANCOUVER",138,2,69,11
"10632","2012","2410","V6H","December 31, 2012","VANCOUVER",38,34,1.11764705882353,0.117647058823529
"10633","2012","2410","V6J","December 31, 2012","VANCOUVER",347,31,11.1935483870968,1.03225806451613
"10634","2012","2410","V6K","December 31, 2012","VANCOUVER",214,77,2.77922077922078,0.584415584415584
"10635","2012","2410","V6L","December 31, 2012","VANCOUVER",90,83,1.08433734939759,0.120481927710843
"10636","2012","2410","V6M","December 31, 2012","VANCOUVER",73,60,1.21666666666667,0.133333333333333
"10637","2012","2410","V6N","December 31, 2012","VANCOUVER",169,144,1.17361111111111,0.166666666666667
"10638","2012","2410","V6P","December 31, 2012","VANCOUVER",358,142,2.52112676056338,0.330985915492958
"10639","2012","2410","V6R","December 31, 2012","VANCOUVER",142,128,1.109375,0.109375
"10640","2012","2410","V6S","December 31, 2012","VANCOUVER",103,90,1.14444444444444,0.177777777777778
"10641","2012","2410","V6V","December 31, 2012","VANCOUVER",16,11,1.45454545454545,0.909090909090909
"10642","2012","2410","V6W","December 31, 2012","VANCOUVER",65,9,7.22222222222222,0.666666666666667
"10643","2012","2410","V6X","December 31, 2012","VANCOUVER",1329,35,37.9714285714286,4.6
"10644","2012","2410","V6Y","December 31, 2012","VANCOUVER",522,58,9,1.05172413793103
"10645","2012","2410","V6Z","December 31, 2012","VANCOUVER",736,4,184,25.25
"10646","2012","2410","V7A","December 31, 2012","VANCOUVER",260,123,2.11382113821138,0.626016260162602
"10647","2012","2410","V7B","December 31, 2012","VANCOUVER",2,1,2,2
"10648","2012","2410","V7C","December 31, 2012","VANCOUVER",131,107,1.22429906542056,0.317757009345794
"10649","2012","2410","V7E","December 31, 2012","VANCOUVER",136,76,1.78947368421053,0.368421052631579
"10650","2012","2410","V7G","December 31, 2012","VANCOUVER",80,16,5,0.375
"10651","2012","2410","V7H","December 31, 2012","VANCOUVER",3,2,1.5,1
"10652","2012","2410","V7J","December 31, 2012","VANCOUVER",10,7,1.42857142857143,0.857142857142857
"10653","2012","2410","V7K","December 31, 2012","VANCOUVER",10,7,1.42857142857143,0.857142857142857
"10654","2012","2410","V7L","December 31, 2012","VANCOUVER",229,44,5.20454545454545,1.40909090909091
"10655","2012","2410","V7M","December 31, 2012","VANCOUVER",218,21,10.3809523809524,2.23809523809524
"10656","2012","2410","V7N","December 31, 2012","VANCOUVER",25,15,1.66666666666667,1.33333333333333
"10657","2012","2410","V7P","December 31, 2012","VANCOUVER",115,9,12.7777777777778,1.55555555555556
"10658","2012","2410","V7R","December 31, 2012","VANCOUVER",76,55,1.38181818181818,0.763636363636364
"10659","2012","2410","V7S","December 31, 2012","VANCOUVER",129,114,1.13157894736842,0
"10660","2012","2410","V7T","December 31, 2012","VANCOUVER",194,44,4.40909090909091,0.386363636363636
"10661","2012","2410","V7V","December 31, 2012","VANCOUVER",188,45,4.17777777777778,0.222222222222222
"10662","2012","2410","V7W","December 31, 2012","VANCOUVER",7,7,1,0
"10663","2012","2410","nan","December 31, 2012","VANCOUVER",2422,464,5.2198275862069,0.540948275862069
"10664","2013","2410",NA,"December 31, 2013","VANCOUVER",36,36,1,1.22222222222222
"10665","2013","2410","V0N","December 31, 2013","VANCOUVER",23,23,1,0.0869565217391304
"10666","2013","2410","V1M","December 31, 2013","VANCOUVER",119,21,5.66666666666667,0.238095238095238
"10667","2013","2410","V2W","December 31, 2013","VANCOUVER",130,44,2.95454545454545,0
"10668","2013","2410","V2X","December 31, 2013","VANCOUVER",155,10,15.5,1.2
"10669","2013","2410","V2Y","December 31, 2013","VANCOUVER",512,206,2.48543689320388,0.0679611650485437
"10670","2013","2410","V2Z","December 31, 2013","VANCOUVER",88,64,1.375,0.03125
"10671","2013","2410","V3A","December 31, 2013","VANCOUVER",26,22,1.18181818181818,0
"10672","2013","2410","V3B","December 31, 2013","VANCOUVER",353,49,7.20408163265306,1.20408163265306
"10673","2013","2410","V3C","December 31, 2013","VANCOUVER",253,34,7.44117647058824,0.647058823529412
"10674","2013","2410","V3E","December 31, 2013","VANCOUVER",490,187,2.62032085561497,0.149732620320856
"10675","2013","2410","V3H","December 31, 2013","VANCOUVER",18,18,1,0
"10676","2013","2410","V3J","December 31, 2013","VANCOUVER",339,82,4.13414634146341,0.51219512195122
"10677","2013","2410","V3K","December 31, 2013","VANCOUVER",266,63,4.22222222222222,0.412698412698413
"10678","2013","2410","V3L","December 31, 2013","VANCOUVER",544,17,32,3.23529411764706
"10679","2013","2410","V3M","December 31, 2013","VANCOUVER",184,65,2.83076923076923,0.615384615384615
"10680","2013","2410","V3N","December 31, 2013","VANCOUVER",153,64,2.390625,0.09375
"10681","2013","2410","V3R","December 31, 2013","VANCOUVER",242,51,4.74509803921569,0.294117647058824
"10682","2013","2410","V3S","December 31, 2013","VANCOUVER",230,130,1.76923076923077,0.0846153846153846
"10683","2013","2410","V3T","December 31, 2013","VANCOUVER",264,33,8,0.545454545454545
"10684","2013","2410","V3V","December 31, 2013","VANCOUVER",296,66,4.48484848484848,0.545454545454545
"10685","2013","2410","V3W","December 31, 2013","VANCOUVER",207,83,2.49397590361446,0.156626506024096
"10686","2013","2410","V3X","December 31, 2013","VANCOUVER",392,214,1.83177570093458,0.0186915887850467
"10687","2013","2410","V3Y","December 31, 2013","VANCOUVER",139,8,17.375,1
"10688","2013","2410","V4A","December 31, 2013","VANCOUVER",199,75,2.65333333333333,0.146666666666667
"10689","2013","2410","V4B","December 31, 2013","VANCOUVER",206,103,2,0.0970873786407767
"10690","2013","2410","V4C","December 31, 2013","VANCOUVER",130,99,1.31313131313131,0
"10691","2013","2410","V4E","December 31, 2013","VANCOUVER",7,4,1.75,0
"10692","2013","2410","V4K","December 31, 2013","VANCOUVER",33,33,1,0.0303030303030303
"10693","2013","2410","V4L","December 31, 2013","VANCOUVER",10,10,1,0.1
"10694","2013","2410","V4M","December 31, 2013","VANCOUVER",109,22,4.95454545454545,0.318181818181818
"10695","2013","2410","V4N","December 31, 2013","VANCOUVER",187,95,1.96842105263158,0.105263157894737
"10696","2013","2410","V4P","December 31, 2013","VANCOUVER",100,15,6.66666666666667,0.333333333333333
"10697","2013","2410","V4R","December 31, 2013","VANCOUVER",95,85,1.11764705882353,0
"10698","2013","2410","V4W","December 31, 2013","VANCOUVER",24,11,2.18181818181818,0
"10699","2013","2410","V5A","December 31, 2013","VANCOUVER",298,35,8.51428571428571,0.885714285714286
"10700","2013","2410","V5B","December 31, 2013","VANCOUVER",70,51,1.37254901960784,0.117647058823529
"10701","2013","2410","V5C","December 31, 2013","VANCOUVER",655,48,13.6458333333333,1.60416666666667
"10702","2013","2410","V5E","December 31, 2013","VANCOUVER",26,21,1.23809523809524,0
"10703","2013","2410","V5G","December 31, 2013","VANCOUVER",86,62,1.38709677419355,0.0483870967741935
"10704","2013","2410","V5H","December 31, 2013","VANCOUVER",1829,60,30.4833333333333,4.13333333333333
