"ref_yy","CSDuid","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"1997","2458030","1060","MONTRÉAL","BOIS-DES-FILION V",6,100,0,0,0,0,0
"1998","2475015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"2002","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,100,0,0,0,0,0
"2003","4806021","0140","CALGARY","AIRDRIE CY",1,100,0,0,0,0,0
"2009","2466087","1060","MONTRÉAL","DORVAL V",3,100,0,0,0,0,0
"2011","2459010","1060","MONTRÉAL","SAINTE-JULIE V",3,100,0,0,0,0,2
"2013","4806017","0140","CALGARY","CHESTERMERE CY",5,100,0,0,0,0,1.8
"2014","4806019","0140","CALGARY","COCHRANE T",1,100,0,0,0,0,0
"2016","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2018","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",2,0,100,0,0,0,5
"1989","2465220","1060",NA,NA,10,100,0,0,0,0,0
"1991","5915063","2410",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997","4806016","0140","CALGARY","CALGARY CY",14,100,0,0,0,0,0
"1999","2466015","1060","MONTRÉAL","BLAINVILLE V",3,100,0,0,0,0,0
"2000","2473010","1060","MONTRÉAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"2004","2457040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2005","2471105","1060","MONTRÉAL","SAINT-LAZARE V",2,100,0,0,0,0,0
"2008","3520005","2270","TORONTO","TORONTO C",49,42.857142857143,2.040816326531,24.489795918367,14.285714285714,16.326530612245,13.9387755102041
"2017","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,4
"1988","2465580","1060",NA,NA,1,100,0,0,0,0,0
"1989","3520006","2270",NA,NA,2,100,0,0,0,0,0
"1996","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,0
"1997","5915011","2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"2003","3520005","2270","TORONTO","TORONTO C",45,66.666666666667,17.777777777778,2.222222222222,4.444444444444,8.888888888889,5.4
"2006","5915025","2410","VANCOUVER","BURNABY CY",3,0,66.666666666667,0,33.333333333333,0,12.6666666666667
"2007","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",6,33.333333333333,50,16.666666666667,0,0,3.16666666666667
"2010","2460005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,3
"2014","2460013","1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2016","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",1,0,100,0,0,0,4
"2016","3522012","2270","TORONTO","MONO T",NA,NA,NA,NA,NA,NA,NA
"2016","5915025","2410","VANCOUVER","BURNABY CY",10,20,60,0,0,20,12.2
"2019","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",1,100,0,0,0,0,3
"2021","4811068","0340","EDMONTON","MORINVILLE T",NA,NA,NA,NA,NA,NA,NA
"1988","5915022","2410","VANCOUVER","VANCOUVER CY",9,100,0,0,0,0,0
"1996","5915034","2410","VANCOUVER","COQUITLAM CY",2,50,50,0,0,0,3.5
"1999","5915011","2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,4
"2000","2473005","1060","MONTRÉAL","LAVAL V",2,100,0,0,0,0,0
"2001","2466035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2001","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,100,0,0,0,0,3
"2002","2460020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2007","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,0,0,100,0,21
"2010","3524001","2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"2018","3522014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",NA,NA,NA,NA,NA,NA,NA
"2019","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",4,0,50,50,0,0,11.75
"2020","2467015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,2
"2022","5915025","2410","VANCOUVER","BURNABY CY",10,20,30,10,30,10,15.1
"1988","2463250","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","4811018","0340","EDMONTON","DEVON T",2,100,0,0,0,0,0
"2004","2474005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2005","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,100,0,0,0,0,0
"2007","3506008","1265","OTTAWA","OTTAWA CV",30,96.666666666667,0,3.333333333333,0,0,0.366666666666667
"2013","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,100,0,0,0,0,0
"2014","2472015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"2015","2465005","1060","MONTRÉAL","LAVAL V",11,72.727272727273,18.181818181818,9.090909090909,0,0,3.63636363636364
"2015","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,100,0,0,0,4
"2015","5915004","2410","VANCOUVER","SURREY CY",5,0,40,0,0,60,26.6
"2018","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,4
"1990","2457320","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2473300","1060",NA,NA,2,100,0,0,0,0,0
"2004","2459010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2010","2473005","1060","MONTRÉAL","LAVAL V",2,50,50,0,0,0,2
"2013","2471050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,0
"2014","4806021","0140","CALGARY","AIRDRIE CY",7,71.428571428571,28.571428571429,0,0,0,1.14285714285714
"2020","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",4,0,75,25,0,0,7.5
"2021","5915043","2410","VANCOUVER","PORT MOODY CY",6,66.666666666667,33.333333333333,0,0,0,4
"2022","2470022","1060","MONTRÉAL","BEAUHARNOIS V",7,100,0,0,0,0,2
"1989","2473180","1060",NA,NA,3,100,0,0,0,0,0
"1990","4811061","0340","EDMONTON","EDMONTON CY",10,100,0,0,0,0,0.3
"1990","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",7,100,0,0,0,0,0
"1992","2464500","1060",NA,NA,27,100,0,0,0,0,0.481481481481481
"2002","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2466007","1060","MONTRÉAL","BROSSARD V",2,100,0,0,0,0,0
"2006","2471055","1060","MONTRÉAL","LÉRY V",NA,NA,NA,NA,NA,NA,NA
"2006","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",1,0,100,0,0,0,4
"2007","2452007","1060","MONTRÉAL","BROSSARD V",2,100,0,0,0,0,0
"2011","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,100,0,0,0,0,3
"2017","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",1,0,0,100,0,0,8
"2017","2460013","1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2018","2466107","1060","MONTRÉAL","BEACONSFIELD V",1,0,100,0,0,0,4
"2018","3519038","2270","TORONTO","RICHMOND HILL T",2,0,0,100,0,0,12.5
"2022","2463048","1060","MONTRÉAL","SAINT-LIN-LAURENTIDES V",1,100,0,0,0,0,3
"1990","2465500","1060",NA,NA,4,100,0,0,0,0,0
"1992","2457150","1060",NA,NA,2,100,0,0,0,0,1.5
"1995","2455060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"1998","4806016","0140","CALGARY","CALGARY CY",39,100,0,0,0,0,0
"2000","2455055","1060","MONTRÉAL","LÉRY V",1,100,0,0,0,0,0
"2000","2458010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2003","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2008","2458007","1060","MONTRÉAL","BROSSARD V",42,100,0,0,0,0,0.571428571428571
"2012","5915001","2410","VANCOUVER","LANGLEY DM",2,0,100,0,0,0,4.5
"2013","5915004","2410","VANCOUVER","SURREY CY",8,50,50,0,0,0,2.5
"2014","2474005","1060","MONTRÉAL","LAVAL V",14,85.714285714286,14.285714285714,0,0,0,0.785714285714286
"2015","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",2,0,50,0,50,0,13.5
"2018","2458007","1060","MONTRÉAL","BROSSARD V",11,18.181818181818,36.363636363636,45.454545454545,0,0,6.81818181818182
"1990","3506014","1265",NA,NA,18,94.444444444444,5.555555555556,0,0,0,0.222222222222222
"1993","2457280","1060",NA,NA,1,100,0,0,0,0,0
"1994","5915034","2410","VANCOUVER","COQUITLAM CY",4,0,75,0,25,0,8.75
"2005","2472020","1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,1
"2006","5915075","2410","VANCOUVER","MAPLE RIDGE CY",2,0,100,0,0,0,4
"2011","2467010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,2
"2012","3524001","2270","TORONTO","PICKERING CY",3,66.666666666667,33.333333333333,0,0,0,1.33333333333333
"2013","2471070","1060","MONTRÉAL","PINCOURT V",1,100,0,0,0,0,3
"2016","5915022","2410","VANCOUVER","VANCOUVER CY",53,13.207547169811,49.056603773585,26.415094339623,1.88679245283,9.433962264151,10.2830188679245
"2020","5915999","2410","VANCOUVER","INDIAN RESERVES",1,0,100,0,0,0,6
"1995","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,9
"1999","2470025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2002","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",3,100,0,0,0,0,3
"2008","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2011","2472005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,0
"2016","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2017","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,3
"2017","4806019","0140","CALGARY","COCHRANE T",2,50,50,0,0,0,4
"2018","2467010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,2.5
"2018","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",3,66.666666666667,33.333333333333,0,0,0,3
"2019","2459015","1060","MONTRÉAL","BLAINVILLE V",2,100,0,0,0,0,2
"2019","4806014","0140","CALGARY","ROCKY VIEW COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"1989","2472230","1060",NA,NA,1,100,0,0,0,0,0
"1993","2466700","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997","2466010","1060","MONTRÉAL","SAINTE-JULIE V",4,100,0,0,0,0,0
"2001","2464005","1060","MONTRÉAL","LAVAL V",2,100,0,0,0,0,0
"2007","3519036","2270","TORONTO","MARKHAM CY",23,100,0,0,0,0,0
"2015","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,100,0,0,0,0,2.5
"2016","2460035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2016","5915004","2410","VANCOUVER","SURREY CY",2,0,100,0,0,0,4.5
"2018","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",5,100,0,0,0,0,2.4
"1993","5915011","2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"1994","2471105","1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"1995","2466025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",36,97.222222222222,0,2.777777777778,0,0,0.75
"1995","3519038","2270","TORONTO","RICHMOND HILL T",2,100,0,0,0,0,0
"1998","2459010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2000","4806016","0140","CALGARY","CALGARY CY",35,100,0,0,0,0,0
"2003","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2005","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",8,100,0,0,0,0,0
"2008","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2008","2472015","1060","MONTRÉAL","BLAINVILLE V",17,100,0,0,0,0,0
"2011","3524009","2270","TORONTO","MILTON T",2,0,100,0,0,0,5
"2013","2460028","1060","MONTRÉAL","L'ASSOMPTION V",1,100,0,0,0,0,3
"2015","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",13,100,0,0,0,0,2.38461538461538
"2018","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",7,100,0,0,0,0,2.42857142857143
"2018","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,100,0,0,0,0,3
"2020","2472005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2021","2467010","1060","MONTRÉAL","SAINTE-JULIE V",4,25,75,0,0,0,5
"2021","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,0,100,0,0,0,4
"1992","3520019","2270",NA,NA,21,57.142857142857,19.047619047619,23.809523809524,0,0,4
"1993","3520019","2270",NA,NA,1,0,0,100,0,0,11
"1994","2457040","1060","MONTRÉAL","BELOEIL V",3,100,0,0,0,0,0.666666666666667
"2001","3502048","1265","OTTAWA","RUSSELL TP",2,100,0,0,0,0,0
"2001","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,0,100,0,0,0,5
"2008","5915002","2410","VANCOUVER","LANGLEY CY",1,0,100,0,0,0,4
"2013","2464008","1060","MONTRÉAL","TERREBONNE V",6,100,0,0,0,0,1.83333333333333
"2018","5915075","2410","VANCOUVER","MAPLE RIDGE CY",4,25,50,25,0,0,7.25
"2020","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,4
"2021","2458227","1060","MONTRÉAL","LONGUEUIL V",33,93.939393939394,6.060606060606,0,0,0,2.39393939393939
"2021","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,0,100,0,0,14
"2022","2472010","1060","MONTRÉAL","SAINTE-JULIE V",6,83.333333333333,16.666666666667,0,0,0,3.33333333333333
"1989","3520019","2270",NA,NA,3,100,0,0,0,0,0
"1990","2471120","1060",NA,NA,1,100,0,0,0,0,0
"1991","5915015","2410","VANCOUVER","RICHMOND CY",1,0,0,100,0,0,12
"1992","2465480","1060",NA,NA,1,100,0,0,0,0,0
"1994","2472010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"1999","2464010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,0
"2003","3506008","1265","OTTAWA","OTTAWA CV",6,100,0,0,0,0,0
"2005","2467015","1060","MONTRÉAL","BLAINVILLE V",3,100,0,0,0,0,0
"2005","2471070","1060","MONTRÉAL","PINCOURT V",3,100,0,0,0,0,0
"2006","4806016","0140","CALGARY","CALGARY CY",33,93.939393939394,3.030303030303,3.030303030303,0,0,0.848484848484849
"2009","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",NA,NA,NA,NA,NA,NA,NA
"2013","2472005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,3
"2014","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,0,100,0,0,0,4
"2015","5915025","2410","VANCOUVER","BURNABY CY",3,0,33.333333333333,0,0,66.666666666667,26.3333333333333
"2016","4806021","0140","CALGARY","AIRDRIE CY",2,50,50,0,0,0,3
"2020","2457010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,2
"1993","2456120","1060",NA,NA,1,100,0,0,0,0,3
"1993","2456500","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","3502039","1265",NA,NA,1,100,0,0,0,0,0
"1994","2455055","1060","MONTRÉAL","LÉRY V",NA,NA,NA,NA,NA,NA,NA
"1996","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"1996","5915007","2410","VANCOUVER","WHITE ROCK CY",1,100,0,0,0,0,0
"1999","2472010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,0
"1999","2473010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,0
"2000","5915022","2410","VANCOUVER","VANCOUVER CY",17,23.529411764706,52.941176470588,5.882352941176,11.764705882353,5.882352941176,8.64705882352941
"2002","3506008","1265","OTTAWA","OTTAWA CV",12,91.666666666667,0,8.333333333333,0,0,1.25
"2005","5915007","2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2009","2467015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"2011","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2473015","1060","MONTRÉAL","BLAINVILLE V",15,100,0,0,0,0,0.2
"2015","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,2
"2015","2466047","1060","MONTRÉAL","MONTRÉAL-OUEST V",NA,NA,NA,NA,NA,NA,NA
"2016","2455065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2016","2471105","1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"2016","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2018","4806014","0140","CALGARY","ROCKY VIEW COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"1991","3520001","2270","TORONTO","PICKERING CY",3,66.666666666667,0,0,33.333333333333,0,7.33333333333333
"1996","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2000","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2006","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,100,0,0,0,0,0
"2007","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,100,0,0,0,6
"2013","2472010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2015","2471100","1060","MONTRÉAL","HUDSON V",2,100,0,0,0,0,2.5
"2016","2465005","1060","MONTRÉAL","LAVAL V",15,73.333333333333,20,6.666666666667,0,0,4
"2016","4811062","0340","EDMONTON","ST. ALBERT CY",5,0,60,40,0,0,6.6
"2022","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",2,50,50,0,0,0,4
"1988","2465200","1060",NA,NA,2,100,0,0,0,0,0
"1990","2470110","1060",NA,NA,1,100,0,0,0,0,0
"1990","3520004","2270",NA,NA,10,60,20,10,10,0,5.4
"2006","2467010","1060","MONTRÉAL","SAINTE-JULIE V",4,100,0,0,0,0,1.5
"2010","2457040","1060","MONTRÉAL","BELOEIL V",5,100,0,0,0,0,2.6
"2012","5915039","2410","VANCOUVER","PORT COQUITLAM CY",2,0,100,0,0,0,4
"2015","5915022","2410","VANCOUVER","VANCOUVER CY",19,15.789473684211,52.631578947368,21.052631578947,5.263157894737,5.263157894737,8.68421052631579
"2018","4811061","0340","EDMONTON","EDMONTON CY",15,40,60,0,0,0,3.73333333333333
"2019","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,2.5
"1991","2456400","1060",NA,NA,5,100,0,0,0,0,1.2
"1991","2465340","1060",NA,NA,2,100,0,0,0,0,0
"1993","2452780","1060",NA,NA,3,100,0,0,0,0,1
"1994","2458030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,2
"1997","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",2,0,100,0,0,0,4
"2002","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",6,100,0,0,0,0,0
"2004","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",4,100,0,0,0,0,0
"2008","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,0
"2008","4811016","0340","EDMONTON","LEDUC CY",2,100,0,0,0,0,0
"2011","5915034","2410","VANCOUVER","COQUITLAM CY",3,0,33.333333333333,0,33.333333333333,33.333333333333,22
"2012","2471100","1060","MONTRÉAL","HUDSON V",1,100,0,0,0,0,0
"2012","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",2,50,50,0,0,0,2
"2016","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,2
"2016","2460005","1060","MONTRÉAL","LAVAL V",3,100,0,0,0,0,2.66666666666667
"2017","2467015","1060","MONTRÉAL","BLAINVILLE V",13,92.307692307692,7.692307692308,0,0,0,2.92307692307692
"2017","2474005","1060","MONTRÉAL","LAVAL V",13,84.615384615385,7.692307692308,7.692307692308,0,0,3.15384615384615
"2019","4811049","0340","EDMONTON","SPRUCE GROVE CY",NA,NA,NA,NA,NA,NA,NA
"2019","4811061","0340","EDMONTON","EDMONTON CY",17,23.529411764706,70.588235294118,0,5.882352941176,0,5.94117647058824
"1992","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",3,100,0,0,0,0,2.66666666666667
"2000","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"2004","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2005","3518029","2270","TORONTO","UXBRIDGE TP",1,100,0,0,0,0,3
"2008","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",18,100,0,0,0,0,0
"2009","3519028","2270","TORONTO","VAUGHAN CY",3,66.666666666667,33.333333333333,0,0,0,2.66666666666667
"2010","2470022","1060","MONTRÉAL","BEAUHARNOIS V",4,100,0,0,0,0,1
"2012","2459010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2012","2472005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,0
"2014","4810066","0340","EDMONTON","BON ACCORD T",1,0,100,0,0,0,4
"2014","4811062","0340","EDMONTON","ST. ALBERT CY",1,0,100,0,0,0,5
"2016","3519028","2270","TORONTO","VAUGHAN CY",2,0,100,0,0,0,4
"2018","3502048","1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,3
"2020","4811059","0340","EDMONTON","STURGEON COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"2020","5915025","2410","VANCOUVER","BURNABY CY",11,18.181818181818,36.363636363636,27.272727272727,9.090909090909,9.090909090909,12.5454545454545
"2021","3502048","1265","OTTAWA","RUSSELL TP",2,100,0,0,0,0,2.5
"2021","3519036","2270","TORONTO","MARKHAM CY",3,0,0,33.333333333333,0,66.666666666667,32.3333333333333
"1988","2457400","1060",NA,NA,2,100,0,0,0,0,0
"1989","2456450","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","2457005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1996","4806016","0140","CALGARY","CALGARY CY",8,100,0,0,0,0,0
"1997","2472005","1060","MONTRÉAL","LAVAL V",9,100,0,0,0,0,0.222222222222222
"1997","2473015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"1997","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,100,0,0,0,0,1.5
"2010","5915039","2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2015","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",6,0,33.333333333333,50,16.666666666667,0,13.3333333333333
"2016","2457005","1060","MONTRÉAL","LAVAL V",7,100,0,0,0,0,2.85714285714286
"2016","2473005","1060","MONTRÉAL","LAVAL V",1,0,0,100,0,0,7
"2017","5915022","2410","VANCOUVER","VANCOUVER CY",25,24,56,16,4,0,5.92
"2019","2472010","1060","MONTRÉAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"2022","5915034","2410","VANCOUVER","COQUITLAM CY",14,7.142857142857,14.285714285714,0,35.714285714286,42.857142857143,32.2857142857143
"1989","2465300","1060",NA,NA,2,100,0,0,0,0,0
"1994","5913011","2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,2
"1994","5915039","2410","VANCOUVER","PORT COQUITLAM CY",10,60,40,0,0,0,2.6
"1997","2474005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2003","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",5,100,0,0,0,0,0
"2004","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",5,100,0,0,0,0,0
"2006","5915034","2410","VANCOUVER","COQUITLAM CY",2,0,0,50,0,50,25.5
"2009","3502048","1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,0
"2015","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",1,0,100,0,0,0,4
"2018","5915001","2410","VANCOUVER","LANGLEY DM",6,16.666666666667,83.333333333333,0,0,0,5.33333333333333
"2019","2464015","1060","MONTRÉAL","BLAINVILLE V",3,100,0,0,0,0,2.33333333333333
"2019","5915043","2410","VANCOUVER","PORT MOODY CY",3,0,100,0,0,0,6
"2021","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",4,75,25,0,0,0,2.75
"1989","2466420","1060",NA,NA,1,100,0,0,0,0,0
"1993","3506014","1265",NA,NA,3,100,0,0,0,0,0
"1994","3519048","2270","TORONTO","NEWMARKET T",1,100,0,0,0,0,0
"1995","5913018","2410",NA,NA,1,0,100,0,0,0,4
"1997","3520006","2270",NA,NA,1,100,0,0,0,0,0
"1997","5915025","2410","VANCOUVER","BURNABY CY",9,77.777777777778,11.111111111111,11.111111111111,0,0,3.77777777777778
"2007","2466142","1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",3,100,0,0,0,0,0
"2007","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,0
"2008","4806019","0140","CALGARY","COCHRANE T",3,100,0,0,0,0,0
"2009","2466058","1060","MONTRÉAL","CÔTE-SAINT-LUC V",1,100,0,0,0,0,0
"2010","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2015","3519046","2270","TORONTO","AURORA T",1,0,100,0,0,0,5
"2015","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",4,0,100,0,0,0,4.25
"1988","2456400","1060",NA,NA,2,100,0,0,0,0,0
"1989","2465700","1060",NA,NA,17,100,0,0,0,0,0
"1992","5915025","2410","VANCOUVER","BURNABY CY",8,75,12.5,0,12.5,0,4.75
"1995","3506030","1265",NA,NA,4,100,0,0,0,0,0
"1997","2466025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",35,100,0,0,0,0,0.0857142857142857
"1998","2466065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",7,100,0,0,0,0,0
"2006","2459020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2006","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,0
