"ref_yy","CSDuid","mkttycd","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"2006","2466102",3,"1060","MONTRÉAL","KIRKLAND V",1,100,0,0,0,0,0
"2006","2466107",3,"1060","MONTRÉAL","BEACONSFIELD V",1,100,0,0,0,0,0
"2007","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2008","2473030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"2010","5915025",3,"2410","VANCOUVER","BURNABY CY",3,33.333333333333,33.333333333333,0,33.333333333333,0,9.66666666666667
"2012","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",35,85.714285714286,14.285714285714,0,0,0,2.31428571428571
"2013","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",13,61.538461538462,23.076923076923,15.384615384615,0,0,2.92307692307692
"2013","2473035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,100,0,0,0,0,3
"2014","5915015",2,"2410","VANCOUVER","RICHMOND CY",1,0,0,100,0,0,16
"2015","2471083",3,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",1,100,0,0,0,0,3
"2015","2472010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,3
"2017","3519049",2,"2270","TORONTO","KING TP",NA,NA,NA,NA,NA,NA,NA
"2018","5915015",3,"2410","VANCOUVER","RICHMOND CY",10,20,30,50,0,0,8.6
"2019","2460013",3,"1060","MONTRÉAL","REPENTIGNY V",1,100,0,0,0,0,3
"1991","2473650",2,"1060",NA,NA,1,100,0,0,0,0,0
"1992","2466500",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","5915018",3,"2410",NA,NA,1,100,0,0,0,0,3
"1993","2456580",3,"1060",NA,NA,1,0,0,0,0,100,34
"1998","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,100,0,0,0,0,3
"2000","4811018",1,"0340","EDMONTON","DEVON T",1,100,0,0,0,0,0
"2003","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",NA,NA,NA,NA,NA,NA,NA
"2003","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",2,0,0,100,0,0,15
"2005","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2009","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",2,0,100,0,0,0,4
"2010","2460028",1,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2012","3520005",3,"2270","TORONTO","AJAX T",34,17.647058823529,8.823529411765,26.470588235294,23.529411764706,23.529411764706,20.7941176470588
"2013","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",2,0,100,0,0,0,4
"2014","3521010",3,"2270","TORONTO","BRAMPTON CY",1,100,0,0,0,0,0
"2019","2467050",1,"1060","MONTRÉAL","CHÂTEAUGUAY V",NA,NA,NA,NA,NA,NA,NA
"2022","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,8
"2022","3502048",3,"1265","OTTAWA","RUSSELL TP",4,100,0,0,0,0,2.5
"2022","3524001",2,"2270","TORONTO","PICKERING CY",1,0,0,100,0,0,10
"1989","2466500",2,"1060",NA,NA,1,100,0,0,0,0,3
"1992","2456650",3,"1060",NA,NA,1,100,0,0,0,0,3
"1993","2452700",2,"1060",NA,NA,1,100,0,0,0,0,0
"1997","2473005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1998","2466065",3,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",7,100,0,0,0,0,0
"1999","2460015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,100,0,0,0,0,1.5
"2000","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2000","4811061",2,"0340","EDMONTON","EDMONTON CY",4,100,0,0,0,0,0
"2000","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2002","2460005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2002","2464008",3,"1060","MONTRÉAL","TERREBONNE V",2,100,0,0,0,0,0
"2002","4806021",3,"0140","CALGARY","AIRDRIE CY",2,100,0,0,0,0,0
"2003","2467035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2005","3521010",2,"2270","TORONTO","BRAMPTON CY",1,100,0,0,0,0,0
"2006","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"2009","2467045",3,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,0
"2009","5915025",3,"2410","VANCOUVER","BURNABY CY",3,33.333333333333,0,0,66.666666666667,0,20
"2010","3502048",2,"1265","OTTAWA","RUSSELL TP",NA,NA,NA,NA,NA,NA,NA
"2010","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",1,0,100,0,0,0,4
"2012","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,100,0,0,0,0,0
"2018","3518005",2,"2270","TORONTO","AJAX T",1,0,0,0,100,0,25
"2019","3506008",3,"1265","OTTAWA","OTTAWA CV",9,33.333333333333,44.444444444444,11.111111111111,11.111111111111,0,7.88888888888889
"2020","5915004",2,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2021","2455057",3,"1060","MONTRÉAL","RICHELIEU V",1,100,0,0,0,0,2
"2021","2467020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",2,100,0,0,0,0,2
"2022","5915004",2,"2410","VANCOUVER","SURREY CY",2,0,50,50,0,0,12.5
"1989","2464500",2,"1060",NA,NA,38,100,0,0,0,0,0
"1990","2452700",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2465320",2,"1060",NA,NA,3,100,0,0,0,0,0
"1991","2472150",3,"1060",NA,NA,1,100,0,0,0,0,0
"1992","2456580",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2463220",3,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","5913018",3,"2410",NA,NA,3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"2000","5915002",2,"2410","VANCOUVER","LANGLEY CY",1,0,100,0,0,0,4
"2006","3521005",3,"2270","TORONTO","AJAX T",24,100,0,0,0,0,0
"2012","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",1,100,0,0,0,0,2
"2013","2458012",3,"1060","MONTRÉAL","SAINT-LAMBERT V",1,0,100,0,0,0,4
"2018","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",12,100,0,0,0,0,2.08333333333333
"2022","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1989","3524015",3,"2270","TORONTO","HALTON HILLS T",1,100,0,0,0,0,0
"2000","2459020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2000","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",26,100,0,0,0,0,0
"2000","2466080",3,"1060",NA,NA,8,100,0,0,0,0,0
"2000","4811062",3,"0340","EDMONTON","ST. ALBERT CY",1,100,0,0,0,0,0
"2003","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",3,100,0,0,0,0,0
"2005","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",3,100,0,0,0,0,0
"2008","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,0
"2008","5915034",1,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2010","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2011","2464008",2,"1060","MONTRÉAL","TERREBONNE V",2,100,0,0,0,0,0
"2011","2466072",3,"1060","MONTRÉAL","MONT-ROYAL V",1,100,0,0,0,0,0
"2012","2460028",1,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2012","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,100,0,0,0,0,0
"2015","2464008",3,"1060","MONTRÉAL","TERREBONNE V",1,100,0,0,0,0,3
"2017","2471065",2,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,100,0,0,0,0,2
"2019","2466117",2,"1060","MONTRÉAL","SAINTE-ANNE-DE-BELLEVUE V",NA,NA,NA,NA,NA,NA,NA
"2019","3519046",3,"2270","TORONTO","AURORA T",1,0,100,0,0,0,6
"2022","2467005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",5,100,0,0,0,0,3
"1989","4811048",2,"0340","EDMONTON","STONY PLAIN T",1,100,0,0,0,0,0
"1989","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",4,100,0,0,0,0,0
"1997","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,100,0,0,0,0,0
"2001","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,100,0,0,0,0,0
"2005","2460028",1,"1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2005","4811056",3,"0340","EDMONTON","FORT SASKATCHEWAN CY",1,100,0,0,0,0,0
"2006","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",3,100,0,0,0,0,0
"2008","3502048",3,"1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,0
"2010","2471083",2,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",1,100,0,0,0,0,0
"2011","4811061",3,"0340","EDMONTON","EDMONTON CY",6,83.333333333333,16.666666666667,0,0,0,0.666666666666667
"2013","5915011",2,"2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"2015","5915001",3,"2410","VANCOUVER","LANGLEY DM",3,33.333333333333,66.666666666667,0,0,0,4.33333333333333
"2016","2457030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,2
"2016","2471083",2,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",3,100,0,0,0,0,2.66666666666667
"2022","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",1,0,100,0,0,0,4
"2022","5915015",3,"2410","VANCOUVER","RICHMOND CY",2,0,50,50,0,0,9.5
"1993","2463200",3,"1060",NA,NA,6,100,0,0,0,0,0
"1994","2457040",3,"1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,0
"1994","2464010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,1
"1994","2471085",3,"1060",NA,NA,1,100,0,0,0,0,0
"1995","5915022",2,"2410","VANCOUVER","VANCOUVER CY",6,66.666666666667,33.333333333333,0,0,0,3.16666666666667
"1996","5915034",3,"2410","VANCOUVER","COQUITLAM CY",2,50,50,0,0,0,3.5
"1999","2458020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",10,100,0,0,0,0,0
"1999","2466150",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","5915025",3,"2410","VANCOUVER","BURNABY CY",3,0,100,0,0,0,4.66666666666667
"2002","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",4,100,0,0,0,0,1
"2002","4811062",3,"0340","EDMONTON","ST. ALBERT CY",2,100,0,0,0,0,0
"2005","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2005","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,100,0,0,0,0,0
"2006","3524001",3,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"2013","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",1,100,0,0,0,0,3
"2017","2470022",3,"1060","MONTRÉAL","BEAUHARNOIS V",1,100,0,0,0,0,2
"2017","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,0,100,0,0,7
"2017","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,100,0,0,10
"2020","3506008",3,"1265","OTTAWA","OTTAWA CV",26,76.923076923077,7.692307692308,15.384615384615,0,0,4.30769230769231
"2020","3522014",2,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,0,100,0,0,0,4
"2021","2466007",2,"1060","MONTRÉAL","LAVALTRIE V",5,100,0,0,0,0,3
"2021","2466097",3,"1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,10
"2021","3519036",3,"2270","TORONTO","MARKHAM CY",3,0,0,33.333333333333,0,66.666666666667,32.3333333333333
"2022","2466007",2,"1060","MONTRÉAL","LAVALTRIE V",1,100,0,0,0,0,2
"1992","2463130",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2462200",3,"1060",NA,NA,4,100,0,0,0,0,0
"1993","5915034",3,"2410","VANCOUVER","COQUITLAM CY",9,55.555555555556,44.444444444444,0,0,0,2.11111111111111
"1996","2458005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,100,0,0,0,0,0
"1996","2459005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",9,100,0,0,0,0,0.222222222222222
"1999","5915022",2,"2410","VANCOUVER","VANCOUVER CY",7,42.857142857143,14.285714285714,42.857142857143,0,0,7
"2003","2472010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2004","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",4,100,0,0,0,0,0
"2005","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,100,0,0,0,0,0
"2005","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",3,100,0,0,0,0,0
"2005","3506008",2,"1265","OTTAWA","OTTAWA CV",1,100,0,0,0,0,0
"2008","3506008",3,"1265","OTTAWA","OTTAWA CV",28,100,0,0,0,0,0
"2010","2472010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2011","3502048",3,"1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,0
"2012","2471033",1,"1060","MONTRÉAL","BOUCHERVILLE V",NA,NA,NA,NA,NA,NA,NA
"2013","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",4,100,0,0,0,0,0.75
"2013","4806021",3,"0140","CALGARY","AIRDRIE CY",8,100,0,0,0,0,0
"2014","2464008",2,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2016","2458033",4,"1060","MONTRÉAL","BOUCHERVILLE V",1,0,100,0,0,0,6
"2016","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",8,50,37.5,12.5,0,0,5.125
"2018","2467015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,75,25,0,0,0,3
"2018","2471083",3,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",6,100,0,0,0,0,2.33333333333333
"2020","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,4.5
"2021","3524001",3,"2270","TORONTO","PICKERING CY",4,0,50,25,25,0,12
"2022","2467015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1989","2456400",0,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",3,100,0,0,0,0,0
"1993","2452780",3,"1060",NA,NA,3,100,0,0,0,0,1
"1993","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",2,100,0,0,0,0,1.5
"1994","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,100,0,0,0,0,0.5
"1994","2466010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",5,100,0,0,0,0,0.6
"1995","2464010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1995","2466040",3,"1060","MONTRÉAL","BELOEIL V",5,100,0,0,0,0,0
"2001","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,100,0,0,0,0,0
"2004","5915001",2,"2410","VANCOUVER","LANGLEY DM",1,0,100,0,0,0,5
"2006","2455065",1,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2007","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",37,94.594594594595,5.405405405405,0,0,0,0.567567567567568
"2009","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,0
"2011","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2467045",3,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,3
"2012","2471083",3,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",6,100,0,0,0,0,2
"2014","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2017","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2019","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,3
"2021","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",27,25.925925925926,25.925925925926,29.62962962963,3.703703703704,14.814814814815,11.962962962963
"2021","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,33.333333333333,66.666666666667,0,0,0,4.66666666666667
"2021","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",1,0,0,0,100,0,26
"2022","2460020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"1988","4806016",1,"0140","CALGARY","CALGARY CY",2,100,0,0,0,0,0
"1990","2462200",2,"1060",NA,NA,11,100,0,0,0,0,0
"1990","2465700",2,"1060",NA,NA,14,100,0,0,0,0,0
"1991","2456400",2,"1060",NA,NA,2,100,0,0,0,0,0
"1991","2465200",3,"1060",NA,NA,1,100,0,0,0,0,0
"1991","5915004",2,"2410","VANCOUVER","SURREY CY",1,100,0,0,0,0,0
"1992","2473240",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2473650",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","3506006",3,"1265",NA,NA,3,100,0,0,0,0,0
"1998","2466040",2,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"1998","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",3,0,66.666666666667,33.333333333333,0,0,8.33333333333333
"2001","2466075",3,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",8,100,0,0,0,0,0
"2005","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",68,97.058823529412,0,2.941176470588,0,0,0.426470588235294
"2005","4811061",2,"0340","EDMONTON","EDMONTON CY",6,100,0,0,0,0,0
"2006","2466023",3,"1060","MONTRÉAL","MONTRÉAL V",80,97.5,0,1.25,1.25,0,0.3625
"2006","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",8,100,0,0,0,0,1.75
"2006","4806016",3,"0140","CALGARY","CALGARY CY",33,93.939393939394,3.030303030303,3.030303030303,0,0,0.848484848484849
"2009","2464008",2,"1060","MONTRÉAL","TERREBONNE V",5,100,0,0,0,0,0
"2009","2471050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,0
"2010","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",7,100,0,0,0,0,0.857142857142857
"2012","2457040",3,"1060","MONTRÉAL","BELOEIL V",2,50,50,0,0,0,3
"2012","2466117",3,"1060","MONTRÉAL","SAINTE-ANNE-DE-BELLEVUE V",NA,NA,NA,NA,NA,NA,NA
"2012","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2015","5915011",3,"2410","VANCOUVER","DELTA DM",2,50,50,0,0,0,4
"2016","2470022",1,"1060","MONTRÉAL","BEAUHARNOIS V",NA,NA,NA,NA,NA,NA,NA
"2017","2471065",3,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,100,0,0,0,0,2
"2017","2472015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,100,0,0,0,0,3
"2019","2458227",2,"1060","MONTRÉAL","LONGUEUIL V",19,89.473684210526,10.526315789474,0,0,0,2.36842105263158
"2019","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2019","5915062",2,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2020","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1990","3543006",2,"2270",NA,NA,1,100,0,0,0,0,2
"1994","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",4,25,50,25,0,0,7.75
"1995","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,100,0,0,0,0,3
"1996","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,0
"2002","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2003","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2005","2471070",3,"1060","MONTRÉAL","PINCOURT V",3,100,0,0,0,0,0
"2005","3521005",3,"2270","TORONTO","AJAX T",3,100,0,0,0,0,0
"2007","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,100,0,0,0,0,3
"2008","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,0,100,0,0,14
"2009","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2009","2471060",3,"1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2009","5915002",3,"2410","VANCOUVER","LANGLEY CY",1,0,100,0,0,0,4
"2010","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",7,100,0,0,0,0,1.71428571428571
"2011","2466087",3,"1060","MONTRÉAL","DORVAL V",1,100,0,0,0,0,0
"2014","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",19,100,0,0,0,0,1.73684210526316
"2014","5915004",3,"2410","VANCOUVER","SURREY CY",5,20,80,0,0,0,3.2
"2015","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",15,100,0,0,0,0,2
"2015","2471095",2,"1060","MONTRÉAL","L'ÎLE-CADIEUX V",NA,NA,NA,NA,NA,NA,NA
"2015","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2015","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",5,0,40,40,20,0,13.2
"2016","5915001",2,"2410","VANCOUVER","LANGLEY DM",NA,NA,NA,NA,NA,NA,NA
"2016","5915004",3,"2410","VANCOUVER","SURREY CY",2,0,100,0,0,0,4.5
"2016","5915007",2,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2019","5915075",2,"2410","VANCOUVER","MAPLE RIDGE CY",NA,NA,NA,NA,NA,NA,NA
"2020","3519036",3,"2270","TORONTO","MARKHAM CY",2,0,50,0,50,0,14.5
"2020","5915022",3,"2410","VANCOUVER","VANCOUVER CY",12,16.666666666667,58.333333333333,0,8.333333333333,16.666666666667,12.75
"2021","5915011",2,"2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"1989","2452550",2,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2462110",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2465700",2,"1060",NA,NA,12,100,0,0,0,0,0
"1990","2452780",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",1,100,0,0,0,0,0
"1992","2462200",3,"1060",NA,NA,1,100,0,0,0,0,0
"1992","3521005",2,"2270","TORONTO","AJAX T",2,0,0,100,0,0,13.5
"1995","4811061",3,"0340","EDMONTON","EDMONTON CY",7,100,0,0,0,0,0
"1996","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",2,100,0,0,0,0,3
"1998","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"1998","5915025",2,"2410","VANCOUVER","BURNABY CY",4,100,0,0,0,0,1.5
"2001","3502048",2,"1265","OTTAWA","RUSSELL TP",2,100,0,0,0,0,0
"2007","2473030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",3,100,0,0,0,0,0
"2007","4811049",3,"0340","EDMONTON","SPRUCE GROVE CY",1,100,0,0,0,0,0
"2008","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2010","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,100,0,0,0,0,2
"2011","2467025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2012","2466142",3,"1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",2,100,0,0,0,0,0
"2014","2457035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2015","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",2,50,50,0,0,0,3.5
"2016","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,3
"2019","5915025",3,"2410","VANCOUVER","BURNABY CY",10,0,20,10,10,60,31.5
"2020","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2020","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,2
"2020","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,100,0,0,0,0,2.5
"2020","5915999",3,"2410","VANCOUVER","INDIAN RESERVES",1,0,100,0,0,0,6
"2022","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,2
"2022","2473030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"1989","2466420",2,"1060",NA,NA,1,100,0,0,0,0,0
"1990","5915004",3,"2410","VANCOUVER","SURREY CY",11,90.909090909091,0,9.090909090909,0,0,2.18181818181818
"1991","5915055",2,"2410","VANCOUVER","WEST VANCOUVER DM",1,100,0,0,0,0,3
"1992","2464500",3,"1060",NA,NA,17,100,0,0,0,0,0.352941176470588
"1993","2473120",3,"1060",NA,NA,1,100,0,0,0,0,0
"1994","2464010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
