"ref_yy","CSDuid","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2020","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,4
"2022","5915025","2410","VANCOUVER","BURNABY CY",10,0,0,20,10,70,142
"1988","2463250","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","4811018","0340","EDMONTON","DEVON T",2,100,0,0,0,0,4
"2004","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2005","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,0,100,0,0,0,6
"2007","3506008","1265","OTTAWA","OTTAWA CV",30,3.333333333333,86.666666666667,0,3.333333333333,6.666666666667,19.5333333333333
"2013","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,0,0,0,0,100,143
"2014","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,6
"2015","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",11,18.181818181818,54.545454545455,18.181818181818,0,9.090909090909,27.1818181818182
"2015","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,0,100,0,0,48
"2015","5915004","2410","VANCOUVER","SURREY CY",5,0,0,20,20,60,239.4
"2018","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,0,0,0,100,0,63
"1990","2457320","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2473300","1060",NA,NA,2,50,50,0,0,0,5
"2004","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,100,0,0,22
"2010","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,50,50,0,0,26
"2013","2471050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,4
"2014","4806021","0140","CALGARY","AIRDRIE CY",7,0,14.285714285714,28.571428571429,57.142857142857,0,62.2857142857143
"2020","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",4,0,25,25,25,25,84.25
"2021","5915043","2410","VANCOUVER","PORT MOODY CY",6,0,66.666666666667,0,0,33.333333333333,61.1666666666667
"2022","2470022","1060","MONTRÉAL","BEAUHARNOIS V",7,28.571428571429,71.428571428571,0,0,0,6
"1989","2473180","1060",NA,NA,3,0,100,0,0,0,8
"1990","4811061","0340","EDMONTON","EDMONTON CY",10,10,20,40,30,0,45.3
"1990","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",7,0,28.571428571429,14.285714285714,14.285714285714,42.857142857143,69.8571428571429
"1992","2464500","1060",NA,NA,27,37.037037037037,59.259259259259,3.703703703704,0,0,8.55555555555556
"2002","2457020","1060","MONTRÉAL","CANDIAC V",NA,NA,NA,NA,NA,NA,NA
"2006","2466007","1060","MONTRÉAL","BROSSARD V",2,0,100,0,0,0,6
"2006","2471055","1060","MONTRÉAL","POINTE-DES-CASCADES VL",NA,NA,NA,NA,NA,NA,NA
"2006","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,100,0,0,42
"2007","2452007","1060","MONTRÉAL","BROSSARD V",2,0,100,0,0,0,6
"2011","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,10
"2017","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",1,0,0,100,0,0,52
"2017","2460013","1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2018","2466107","1060","MONTRÉAL","BEACONSFIELD V",1,0,0,100,0,0,24
"2018","3519038","2270","TORONTO","RICHMOND HILL T",2,0,0,0,0,100,155.5
"2022","2463048","1060","MONTRÉAL","SAINT-LIN--LAURENTIDES V",1,0,100,0,0,0,14
"1990","2465500","1060",NA,NA,4,0,25,75,0,0,20.25
"1992","2457150","1060",NA,NA,2,0,100,0,0,0,6
"1995","2455060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"1998","4806016","0140","CALGARY","CALGARY CY",39,28.205128205128,38.461538461538,30.769230769231,0,2.564102564103,19.6153846153846
"2000","2455055","1060","MONTRÉAL","POINTE-DES-CASCADES VL",1,0,0,100,0,0,51
"2000","2458010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,12
"2003","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2008","2458007","1060","MONTRÉAL","BROSSARD V",42,57.142857142857,42.857142857143,0,0,0,5.90476190476191
"2012","5915001","2410","VANCOUVER","LANGLEY DM",2,0,0,0,0,100,116
"2013","5915004","2410","VANCOUVER","SURREY CY",8,0,0,75,25,0,49
"2014","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",14,28.571428571429,71.428571428571,0,0,0,8.35714285714286
"2015","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",2,0,0,0,50,50,117.5
"2018","2458007","1060","MONTRÉAL","BROSSARD V",11,0,27.272727272727,27.272727272727,18.181818181818,27.272727272727,88.5454545454545
"1990","3506014","1265",NA,NA,18,5.555555555556,44.444444444444,5.555555555556,33.333333333333,11.111111111111,47.5555555555556
"1993","2457280","1060",NA,NA,1,0,100,0,0,0,7
"1994","5915034","2410","VANCOUVER","COQUITLAM CY",4,0,0,0,75,25,89.75
"2005","2472020","1060","MONTRÉAL","CANDIAC V",2,0,100,0,0,0,11
"2006","5915075","2410","VANCOUVER","MAPLE RIDGE CY",2,0,0,50,0,50,88
"2011","2467010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2012","3524001","2270","TORONTO","PICKERING CY",3,0,33.333333333333,33.333333333333,33.333333333333,0,42.3333333333333
"2013","2471070","1060","MONTRÉAL","PINCOURT V",1,0,100,0,0,0,6
"2016","5915022","2410","VANCOUVER","VANCOUVER CY",53,5.660377358491,16.981132075472,37.735849056604,11.320754716981,28.301886792453,88.3207547169811
"2020","5915999","2410","VANCOUVER","INDIAN RESERVES",1,0,0,0,0,100,108
"1995","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,25
"1999","2470025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2002","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",3,100,0,0,0,0,4
"2008","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2011","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,12
"2016","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2017","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,15
"2017","4806019","0140","CALGARY","COCHRANE T",2,0,50,0,50,0,51.5
"2018","2467010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,50,50,0,0,0,5
"2018","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",3,33.333333333333,66.666666666667,0,0,0,9
"2019","2459015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,50,50,0,0,0,5
"2019","4806014","0140","CALGARY","ROCKY VIEW NO. 44 MD",NA,NA,NA,NA,NA,NA,NA
"1989","2472230","1060",NA,NA,1,0,100,0,0,0,8
"1993","2466700","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997","2466010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,0,25,75,0,0,22.5
"2001","2464005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,6
"2007","3519036","2270","TORONTO","MARKHAM T",23,0,69.565217391304,4.347826086957,0,26.086956521739,49
"2015","2471025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",2,0,100,0,0,0,6
"2016","2460035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2016","5915004","2410","VANCOUVER","SURREY CY",2,0,0,50,50,0,69
"2018","2467020","1060","MONTRÉAL","CANDIAC V",5,60,0,40,0,0,19.8
"1993","5915011","2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,42
"1994","2471105","1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"1995","2466025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",36,38.888888888889,52.777777777778,2.777777777778,2.777777777778,2.777777777778,15.4722222222222
"1995","3519038","2270","TORONTO","RICHMOND HILL T",2,0,0,100,0,0,40
"1998","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,16
"2000","4806016","0140","CALGARY","CALGARY CY",35,25.714285714286,14.285714285714,34.285714285714,8.571428571429,17.142857142857,42.6857142857143
"2003","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2005","2467020","1060","MONTRÉAL","CANDIAC V",8,37.5,62.5,0,0,0,5.25
"2008","2459020","1060","MONTRÉAL","CANDIAC V",NA,NA,NA,NA,NA,NA,NA
"2008","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",17,0,100,0,0,0,6.17647058823529
"2011","3524009","2270","TORONTO","MILTON T",2,0,0,50,0,50,108
"2013","2460028","1060","MONTRÉAL","L'ASSOMPTION V",1,0,100,0,0,0,8
"2015","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",13,0,92.307692307692,7.692307692308,0,0,10.3846153846154
"2018","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",7,0,100,0,0,0,12.1428571428571
"2018","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,0,100,0,0,0,12
"2020","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2021","2467010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,0,25,75,0,0,19.5
"2021","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,0,0,100,0,0,32
"1992","3520019","2270",NA,NA,21,0,47.619047619048,23.809523809524,9.52380952381,19.047619047619,46.1428571428571
"1993","3520019","2270",NA,NA,1,0,0,0,0,100,128
"1994","2457040","1060","MONTRÉAL","BELOEIL V",3,0,100,0,0,0,6
"2001","3502048","1265","OTTAWA","RUSSELL TP",2,0,100,0,0,0,9
"2001","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,0,0,0,100,0,93
"2008","5915002","2410","VANCOUVER","LANGLEY CY",1,0,0,100,0,0,32
"2013","2464008","1060","MONTRÉAL","TERREBONNE V",6,16.666666666667,83.333333333333,0,0,0,8.33333333333333
"2018","5915075","2410","VANCOUVER","MAPLE RIDGE CY",4,0,25,0,50,25,107.5
"2020","2457020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,20
"2021","2458227","1060","MONTRÉAL","LONGUEUIL V",33,12.121212121212,81.818181818182,0,3.030303030303,3.030303030303,14.0909090909091
"2021","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,0,0,0,100,110
"2022","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",6,16.666666666667,66.666666666667,16.666666666667,0,0,13.6666666666667
"1989","3520019","2270",NA,NA,3,0,0,0,0,100,231.666666666667
"1990","2471120","1060",NA,NA,1,0,100,0,0,0,12
"1991","5915015","2410","VANCOUVER","RICHMOND CY",1,0,0,100,0,0,52
"1992","2465480","1060",NA,NA,1,0,0,100,0,0,48
"1994","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"1999","2464010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"2003","3506008","1265","OTTAWA","OTTAWA CV",6,0,33.333333333333,16.666666666667,33.333333333333,16.666666666667,66.1666666666667
"2005","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",3,0,100,0,0,0,6
"2005","2471070","1060","MONTRÉAL","PINCOURT V",3,0,100,0,0,0,7
"2006","4806016","0140","CALGARY","CALGARY CY",33,15.151515151515,18.181818181818,33.333333333333,12.121212121212,21.212121212121,64.0909090909091
"2009","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",NA,NA,NA,NA,NA,NA,NA
"2013","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,12
"2014","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,0,0,100,0,0,40
"2015","5915025","2410","VANCOUVER","BURNABY CY",3,0,0,33.333333333333,0,66.666666666667,169.666666666667
"2016","4806021","0140","CALGARY","AIRDRIE CY",2,0,50,50,0,0,28
"2020","2457010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,8
"1993","2456120","1060",NA,NA,1,0,100,0,0,0,8
"1993","2456500","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","3502039","1265",NA,NA,1,0,0,100,0,0,55
"1994","2455055","1060","MONTRÉAL","POINTE-DES-CASCADES VL",NA,NA,NA,NA,NA,NA,NA
"1996","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"1996","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,0,100,0,0,33
"1999","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"1999","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,50,50,0,0,0,5.5
"2000","5915022","2410","VANCOUVER","VANCOUVER CY",17,0,23.529411764706,35.294117647059,23.529411764706,17.647058823529,62.2941176470588
"2002","3506008","1265","OTTAWA","OTTAWA CV",12,8.333333333333,16.666666666667,8.333333333333,0,66.666666666667,95.25
"2005","5915007","2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2009","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2011","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",15,0,93.333333333333,0,6.666666666667,0,10.2666666666667
"2015","2457020","1060","MONTRÉAL","CANDIAC V",2,0,100,0,0,0,6
"2015","2466047","1060","MONTRÉAL","MONTRÉAL-OUEST V",NA,NA,NA,NA,NA,NA,NA
"2016","2455065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2016","2471105","1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"2016","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2018","4806014","0140","CALGARY","ROCKY VIEW NO. 44 MD",NA,NA,NA,NA,NA,NA,NA
"1991","3520001","2270","TORONTO","PICKERING CY",3,0,0,0,66.666666666667,33.333333333333,139.666666666667
"1996","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2000","2467020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,16
"2006","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,0,0,100,131
"2007","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,0,0,0,100,107
"2013","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,8
"2015","2471100","1060","MONTRÉAL","HUDSON V",2,0,100,0,0,0,13
"2016","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",15,6.666666666667,80,6.666666666667,0,6.666666666667,24.8666666666667
"2016","4811062","0340","EDMONTON","ST. ALBERT CY",5,0,0,40,40,20,79.6
"2022","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",2,0,50,0,0,50,63.5
"1988","2465200","1060",NA,NA,2,100,0,0,0,0,4
"1990","2470110","1060",NA,NA,1,0,100,0,0,0,6
"1990","3520004","2270",NA,NA,10,10,30,30,10,20,51.4
"2006","2467010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,0,100,0,0,0,9.5
"2010","2457040","1060","MONTRÉAL","BELOEIL V",5,0,100,0,0,0,6
"2012","5915039","2410","VANCOUVER","PORT COQUITLAM CY",2,0,0,100,0,0,42.5
"2015","5915022","2410","VANCOUVER","VANCOUVER CY",19,5.263157894737,15.789473684211,42.105263157895,21.052631578947,15.789473684211,67.8947368421053
"2018","4811061","0340","EDMONTON","EDMONTON CY",15,6.666666666667,33.333333333333,33.333333333333,26.666666666667,0,39.8
"2019","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",2,0,100,0,0,0,9
"1991","2456400","1060",NA,NA,5,20,80,0,0,0,9.6
"1991","2465340","1060",NA,NA,2,100,0,0,0,0,4
"1993","2452780","1060",NA,NA,3,0,100,0,0,0,7.33333333333333
"1994","2458030","1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,4
"1997","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",2,0,0,50,50,0,49
"2002","2459020","1060","MONTRÉAL","CANDIAC V",6,33.333333333333,66.666666666667,0,0,0,5.33333333333333
"2004","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",4,0,100,0,0,0,6
"2008","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,0,0,100,0,0,22
"2008","4811016","0340","EDMONTON","LEDUC CY",2,0,0,50,0,50,79
"2011","5915034","2410","VANCOUVER","COQUITLAM CY",3,0,0,33.333333333333,0,66.666666666667,163
"2012","2471100","1060","MONTRÉAL","HUDSON V",1,0,100,0,0,0,18
"2012","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",2,0,100,0,0,0,13
"2016","2457020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,9
"2016","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",3,33.333333333333,66.666666666667,0,0,0,5.33333333333333
"2017","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",13,23.076923076923,61.538461538462,7.692307692308,0,7.692307692308,17.9230769230769
"2017","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",13,15.384615384615,69.230769230769,7.692307692308,7.692307692308,0,13.6153846153846
"2019","4811049","0340","EDMONTON","SPRUCE GROVE CY",NA,NA,NA,NA,NA,NA,NA
"2019","4811061","0340","EDMONTON","EDMONTON CY",17,17.647058823529,5.882352941176,23.529411764706,23.529411764706,29.411764705882,78.9411764705882
"1992","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",3,33.333333333333,33.333333333333,33.333333333333,0,0,15.3333333333333
"2000","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",1,0,100,0,0,0,8
"2004","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2005","3518029","2270","TORONTO","UXBRIDGE TP",1,0,0,100,0,0,59
"2008","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",18,50,50,0,0,0,6.44444444444444
"2009","3519028","2270","TORONTO","VAUGHAN CY",3,0,0,33.333333333333,33.333333333333,33.333333333333,75
"2010","2470022","1060","MONTRÉAL","BEAUHARNOIS V",4,75,25,0,0,0,4.5
"2012","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,100,0,0,40
"2012","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,6
"2014","4810066","0340","EDMONTON","BRUDERHEIM T",1,0,0,100,0,0,36
"2014","4811062","0340","EDMONTON","ST. ALBERT CY",1,0,0,0,0,100,110
"2016","3519028","2270","TORONTO","VAUGHAN CY",2,0,50,50,0,0,22
"2018","3502048","1265","OTTAWA","RUSSELL TP",1,0,100,0,0,0,6
"2020","4811059","0340","EDMONTON","STURGEON COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"2020","5915025","2410","VANCOUVER","BURNABY CY",11,9.090909090909,9.090909090909,9.090909090909,27.272727272727,45.454545454545,112.363636363636
"2021","3502048","1265","OTTAWA","RUSSELL TP",2,0,100,0,0,0,14
"2021","3519036","2270","TORONTO","MARKHAM T",3,0,0,0,0,100,345.666666666667
"1988","2457400","1060",NA,NA,2,50,50,0,0,0,8
"1989","2456450","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1996","4806016","0140","CALGARY","CALGARY CY",8,25,37.5,25,12.5,0,27.875
"1997","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",9,0,100,0,0,0,6
"1997","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,6
"1997","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,0,100,0,0,51
"2010","5915039","2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2015","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",6,0,0,16.666666666667,16.666666666667,66.666666666667,117
"2016","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",7,42.857142857143,57.142857142857,0,0,0,6.85714285714286
"2016","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,0,0,0,100,149
"2017","5915022","2410","VANCOUVER","VANCOUVER CY",25,16,32,20,28,4,43.2
"2019","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2022","5915034","2410","VANCOUVER","COQUITLAM CY",14,0,35.714285714286,7.142857142857,7.142857142857,50,106.571428571429
"1989","2465300","1060",NA,NA,2,0,0,50,50,0,64
"1994","5913011","2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,5
"1994","5915039","2410","VANCOUVER","PORT COQUITLAM CY",10,30,20,50,0,0,23.3
"1997","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2003","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",5,40,60,0,0,0,5.2
"2004","2459020","1060","MONTRÉAL","CANDIAC V",5,0,100,0,0,0,6
"2006","5915034","2410","VANCOUVER","COQUITLAM CY",2,0,0,0,0,100,219.5
"2009","3502048","1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,4
"2015","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",1,0,100,0,0,0,12
"2018","5915001","2410","VANCOUVER","LANGLEY DM",6,0,0,66.666666666667,33.333333333333,0,55.6666666666667
"2019","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",3,0,66.666666666667,33.333333333333,0,0,21.3333333333333
"2019","5915043","2410","VANCOUVER","PORT MOODY CY",3,0,0,0,66.666666666667,33.333333333333,94.3333333333333
"2021","2471025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",4,0,75,25,0,0,17.5
"1989","2466420","1060",NA,NA,1,100,0,0,0,0,4
"1993","3506014","1265",NA,NA,3,0,66.666666666667,0,33.333333333333,0,39
"1994","3519048","2270","TORONTO","NEWMARKET T",1,0,0,0,0,100,119
"1995","5913018","2410",NA,NA,1,0,0,100,0,0,52
"1997","3520006","2270",NA,NA,1,0,0,0,100,0,68
"1997","5915025","2410","VANCOUVER","BURNABY CY",9,0,11.111111111111,77.777777777778,0,11.111111111111,39.3333333333333
"2007","2466142","1060","MONTRÉAL","DOLLARD DES ORMEAUX V",3,0,33.333333333333,66.666666666667,0,0,22
"2007","2467030","1060","MONTRÉAL","BOIS-DES-FILION V",2,0,100,0,0,0,15.5
"2008","4806019","0140","CALGARY","COCHRANE T",3,0,0,66.666666666667,33.333333333333,0,58
"2009","2466058","1060","MONTRÉAL","CÔTE SAINT-LUC V",1,0,0,100,0,0,24
"2010","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2015","3519046","2270","TORONTO","AURORA T",1,0,0,0,100,0,77
"2015","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",4,0,0,75,25,0,49.75
"1988","2456400","1060",NA,NA,2,0,100,0,0,0,14
"1989","2465700","1060",NA,NA,17,5.882352941176,82.352941176471,5.882352941176,5.882352941176,0,11.9411764705882
"1992","5915025","2410","VANCOUVER","BURNABY CY",8,0,12.5,37.5,25,25,68.25
"1995","3506030","1265",NA,NA,4,0,100,0,0,0,10
"1997","2466025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",35,17.142857142857,80,2.857142857143,0,0,8.42857142857143
"1998","2466065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",7,0,100,0,0,0,6
"2006","2459020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,6
"2006","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",1,0,100,0,0,0,6
"2006","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",6,0,100,0,0,0,8
"2006","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",2,0,0,50,50,0,58.5
"2008","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,5
"2008","3506008","1265","OTTAWA","OTTAWA CV",32,6.25,81.25,3.125,3.125,6.25,26.25
"2012","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,6
"2013","4806016","0140","CALGARY","CALGARY CY",34,55.882352941176,17.647058823529,20.588235294118,2.941176470588,2.941176470588,19.9411764705882
"2015","2471105","1060","MONTRÉAL","SAINT-LAZARE V",1,0,100,0,0,0,6
"2015","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",6,0,50,16.666666666667,16.666666666667,16.666666666667,79.1666666666667
"2021","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,66.666666666667,33.333333333333,0,0,0,4.66666666666667
"2022","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,50,0,0,50,69.5
"1989","5915011","2410","VANCOUVER","DELTA DM",4,25,50,25,0,0,22
"1994","2466010","1060","MONTRÉAL","DEUX-MONTAGNES V",5,0,60,40,0,0,24.2
"1998","2458030","1060","MONTRÉAL","BOIS-DES-FILION V",3,0,66.666666666667,33.333333333333,0,0,25.3333333333333
"2002","2460015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,9
"2005","3506008","1265","OTTAWA","OTTAWA CV",5,0,40,0,0,60,93.8
"2006","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",8,12.5,87.5,0,0,0,5.875
"2007","2458007","1060","MONTRÉAL","BROSSARD V",37,0,97.297297297297,0,2.702702702703,0,9.21621621621622
"2007","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",2,0,50,50,0,0,15
"2012","5915043","2410","VANCOUVER","PORT MOODY CY",2,0,0,0,0,100,145.5
"2013","4811013","0340","EDMONTON","BEAUMONT T",1,0,0,0,0,100,104
"2013","5915015","2410","VANCOUVER","RICHMOND CY",5,0,0,40,60,0,68
"2015","4811069","0340","EDMONTON","LEGAL T",1,100,0,0,0,0,4
"2018","2464008","1060","MONTRÉAL","TERREBONNE V",8,0,62.5,25,0,12.5,35
"2019","2467020","1060","MONTRÉAL","CANDIAC V",6,50,0,33.333333333333,0,16.666666666667,41.5
"2019","5915011","2410","VANCOUVER","DELTA DM",NA,NA,NA,NA,NA,NA,NA
"2019","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,0,0,0,100,0,69
"2020","2470022","1060","MONTRÉAL","BEAUHARNOIS V",4,50,50,0,0,0,6.5
"2020","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",6,33.333333333333,50,16.666666666667,0,0,11.3333333333333
"2022","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",9,33.333333333333,55.555555555556,0,0,11.111111111111,26.1111111111111
